202008241100173563	SHFE	KQ.i@SHFE.bu	SHFE.bu2012	2674	BUY	1	2020-08-24	2020-08-24 11:00:10	PMM-B.1.1-D1H1	2734	2020-08-24 11:00:11	1	2679	2020-08-27 11:20:08	1	2678	2020-08-28	2020-08-27 22:03:02	701646.69	333789.45	5140	-0.5
202008251334195914	SHFE	KQ.i@SHFE.rb	SHFE.rb2101	3751	SELL	1	2020-08-25	2020-08-25 13:33:44	PMM-S.1.1-D1H0	3651	2020-08-25 13:34:11	1	3739	2020-09-08 21:30:09	1	3652	2020-09-10	2020-09-10 13:34:35	996734.24	39673.4	-2420	0.23
202008252100042733	DCE	KQ.i@DCE.b	DCE.b2010	3363	SELL	1	2020-08-26	2020-08-25 21:00:01	PMM-S.1.1-D1H0	3298	2020-08-25 21:00:01	\N	\N	0000-00-00 00:00:00	1	3476	2020-09-08	2020-09-07 21:00:00	994416.74	41349.9	-3060	0.29
202008252214068514	INE	KQ.i@INE.sc	INE.sc2010	293.2	SELL	1	2020-08-26	2020-08-25 22:14:04	ATM-S.1.1-D0H1	273.2	2020-08-25 22:14:04	1	290.2	2020-09-07 09:00:01	1	273.3	2020-09-07	2020-09-07 14:08:50	973588.74	61712.9	-3505	0.34
202008260900114297	SHFE	KQ.i@SHFE.zn	SHFE.zn2010	19915	SELL	1	2020-08-26	2020-08-26 09:00:10	PMM-S.1.1-D1H0	19765	2020-08-26 09:00:10	1	19885	2020-08-26 11:14:11	1	19770	2020-08-26	2020-08-26 11:25:12	965470.99	68637.65	-4695	0.45
202008260905598693	DCE	KQ.i@DCE.eg	DCE.eg2101	3897	SELL	1	2020-08-26	2020-08-26 09:05:56	PMM-S.1.1-D1H0	3894.5	2020-09-14 11:25:27	1	3877	2020-10-09 09:00:00	1	3812	2020-10-09	2020-10-09 09:00:01	962325.19	70949.45	-5525	0.53
202008260954104862	DCE	KQ.i@DCE.c	DCE.c2101	2287	SELL	1	2020-08-26	2020-08-26 09:54:08	PMM-S.1.1-D1H0	2257	2020-08-26 09:54:08	1	2282	2020-08-27 13:56:17	1	2258	2020-08-27	2020-08-27 14:40:26	960991.99	72086.45	-5720	0.55
202008261330371398	DCE	KQ.i@DCE.y	DCE.y2101	6410	SELL	1	2020-08-26	2020-08-26 13:30:01	PMM-S.1.1-D1H0	6718.66667	2020-10-23 14:00:04	\N	\N	0000-00-00 00:00:00	\N	\N	\N	0000-00-00 00:00:00	964774.24	68358.7	-6385	0.61
202008262106008530	SHFE	KQ.i@SHFE.cu	SHFE.cu2010	51620	SELL	1	2020-08-27	2020-08-26 21:06:02	PMM-S.1.1-D1H0	51380	2020-08-26 21:06:06	1	51580	2020-08-26 22:00:49	1	51610	2020-08-27	2020-08-27 09:00:02	947431.41	86313.7	-5760	0.55
202008262142259862	DCE	KQ.i@DCE.cs	DCE.cs2101	2593	SELL	1	2020-08-27	2020-08-26 21:42:23	PMM-S.1.1-D1H0	2563	2020-08-26 21:42:35	1	2588	2020-08-27 09:56:04	1	2564	2020-08-27	2020-08-27 14:40:55	945216.91	87606.7	-6680	0.64
202008262201108533	SHFE	KQ.i@SHFE.sn	SHFE.sn2010	141970	SELL	1	2020-08-27	2020-08-26 22:01:10	PMM-S.1.1-D1H0	142450	2020-09-01 13:35:17	\N	\N	0000-00-00 00:00:00	1	142610	2020-09-11	2020-09-11 00:59:13	935840.31	97510.3	-6150	0.59
202008271000043389	CZCE	KQ.i@CZCE.ZC	CZCE.ZC101	553.4	SELL	1	2020-08-27	2020-08-27 10:00:01	PMM-S.1.1-D1H0	556.4	2020-09-07 22:01:35	\N	\N	0000-00-00 00:00:00	1	576.2	2020-09-30	2020-09-30 14:59:59	948881.69	82902.1	-7800	0.75
202008271000081039	SHFE	KQ.i@SHFE.hc	SHFE.hc2101	3841	SELL	1	2020-08-27	2020-08-27 10:00:09	PMM-S.1.1-D1H0	3741	2020-08-27 10:00:14	1	3829	2020-09-09 14:05:41	1	3743	2020-09-10	2020-09-10 13:36:43	945807.76	86042.1	-7730	0.74
202008271004461149	CZCE	KQ.i@CZCE.TA	CZCE.TA101	3754	BUY	1	2020-08-27	2020-08-27 10:04:44	PMM-B.1.1-D1H1	3854	2020-08-27 10:04:44	1	3769	2020-09-02 21:08:38	1	3768	2020-09-03	2020-09-03 11:20:38	944467.96	87168.9	-7940	0.76
202008271420277749	CZCE	KQ.i@CZCE.CJ	CZCE.CJ101	9675	SELL	1	2020-08-27	2020-08-27 14:20:24	PMM-S.1.1-D0H0	9855	2020-09-18 10:00:00	\N	\N	0000-00-00 00:00:00	1	9815	2020-10-09	2020-10-09 09:00:01	940510.46	90553.4	-8510	0.82
202008280859586788	SHFE	KQ.i@SHFE.al	SHFE.al2010	14530	SELL	1	2020-08-28	2020-08-28 09:00:01	PMM-S.1.1-D1H0	14430	2020-08-28 09:00:03	1	14510	2020-09-01 21:19:57	1	14435	2020-09-02	2020-09-02 00:57:03	939902.41	90798.05	-9485	0.91
202008281400069613	SHFE	KQ.i@SHFE.sp	SHFE.sp2012	4764	SELL	1	2020-08-28	2020-08-28 14:00:01	PMM-A.S.1-D1H1	4732	2020-09-01 21:02:05	\N	\N	0000-00-00 00:00:00	1	4732	2020-09-09	2020-09-08 21:31:11	935092.45	94240.65	-10850	1.04
202008281400298206	CZCE	KQ.i@CZCE.SF	CZCE.SF010	5722	SELL	1	2020-08-28	2020-08-28 14:00:26	PMM-S.1.1-D0H0	5685	2020-09-01 09:09:12	\N	\N	0000-00-00 00:00:00	1	5846	2020-09-02	2020-09-02 08:59:00	932821.15	96248.95	-11110	1.07
202008282100057942	CZCE	KQ.i@CZCE.TA	CZCE.TA101	3708	BUY	1	2020-08-31	2020-08-28 21:00:03	ATM-B.1.1-D1H1	3652	2020-10-29 21:00:00	\N	\N	0000-00-00 00:00:00	\N	\N	\N	0000-00-00 00:00:00	929941.75	97355.35	-12880	1.24
202008282228478445	CZCE	KQ.i@CZCE.RM	CZCE.RM101	2344	SELL	1	2020-08-31	2020-08-28 22:28:45	ATM-S.1.1-D0H1	2357.33333	2020-10-12 09:52:51	\N	\N	0000-00-00 00:00:00	\N	\N	\N	0000-00-00 00:00:00	927495.75	98529.85	-14150	1.36
202008311400285455	CZCE	KQ.i@CZCE.UR	CZCE.UR101	1663	BUY	1	2020-08-31	2020-08-31 14:00:22	PMM-B.1.1-D1H1	1666.33333	2020-09-17 09:00:08	\N	\N	0000-00-00 00:00:00	1	1666	2020-09-18	2020-09-18 09:39:42	920348.15	96456.95	-25370	2.43
202009010909189326	CZCE	KQ.i@CZCE.SF	CZCE.SF010	5728	SELL	1	2020-09-01	2020-09-01 09:09:12	PMM-S.1.1-D0H0	5685	2020-09-01 09:09:12	\N	\N	0000-00-00 00:00:00	1	5846	2020-09-02	2020-09-02 08:59:00	927194.05	96212.55	-17905	1.72
202009010959571909	SHFE	KQ.i@SHFE.sp	SHFE.sp2012	4958	SELL	1	2020-09-01	2020-09-01 10:00:03	PMM-A.S.2-D1H1	4734	2020-09-01 10:00:05	1	4953	2020-09-01 14:13:28	1	4954	2020-09-02	2020-09-01 21:01:56	921736.19	99902.95	-19670	1.89
202009011335113869	SHFE	KQ.i@SHFE.sn	SHFE.sn2010	144930	SELL	1	2020-09-01	2020-09-01 13:35:10	PMM-A.S.1-D1H1	142450	2020-09-01 13:35:17	1	144630	2020-09-10 09:59:03	1	142610	2020-09-11	2020-09-11 00:59:13	908082.39	110258.75	-22965	2.2
202009012101582445	SHFE	KQ.i@SHFE.sp	SHFE.sp2012	4952	SELL	1	2020-09-02	2020-09-01 21:02:04	PMM-A.S.2-D1H1	4732	2020-09-01 21:02:05	1	4947	2020-09-02 14:45:38	1	4732	2020-09-09	2020-09-08 21:31:11	908436.12	110380.55	-21670	2.08
202009020859054019	CZCE	KQ.i@CZCE.SF	CZCE.SF010	5726	SELL	3	2020-09-01	2020-09-02 08:59:00	PMM-S.X.1-D0H1	5699.33333	2020-09-02 09:00:00	\N	\N	0000-00-00 00:00:00	1	5700	2020-09-04	2020-09-04 10:00:20	916186.37	105272.3	-19500	1.87
202009021123389161	SHFE	KQ.i@SHFE.rb	SHFE.rb2101	3766	BUY	1	2020-09-02	2020-09-02 11:23:42	PMM-B.1.1-D1H1	3809	2020-09-02 11:23:43	\N	\N	0000-00-00 00:00:00	1	3813	2020-09-03	2020-09-03 09:33:32	913139	108265.9	-19550	1.88
202009022103023065	SHFE	KQ.i@SHFE.bu	SHFE.bu2012	2726	SELL	1	2020-09-03	2020-09-02 21:03:10	ATM-S.1.1-D0H1	2556	2020-09-02 21:03:11	1	2706	2020-09-04 09:07:57	1	2558	2020-09-07	2020-09-04 22:15:56	913282.47	110724.7	-16945	1.63
202009022104175206	SHFE	KQ.i@SHFE.pb	SHFE.pb2010	15780	BUY	1	2020-09-03	2020-09-02 21:04:27	PMM-B.1.1-D1H1	15501.66667	2020-09-16 10:00:01	\N	\N	0000-00-00 00:00:00	1	15050	2020-09-30	2020-09-30 14:59:59	908941.54	116277.45	-15730	1.51
202009030931445800	DCE	KQ.i@DCE.cs	DCE.cs2101	2585	BUY	1	2020-09-03	2020-09-03 09:31:42	PMM-B.1.1-D1H1	2615	2020-09-03 09:31:46	1	2590	2020-09-03 21:00:08	1	2614	2020-09-04	2020-09-03 21:02:31	909250.54	117576.95	-14120	1.36
202009031024166722	CFFEX	KQ.i@CFFEX.IC	CFFEX.IC2009	6640.8	BUY	1	2020-09-03	2020-09-03 10:24:12	PMM-B.1.1-D1H1	6534.9	2020-09-14 09:30:00	\N	\N	0000-00-00 00:00:00	1	6353.4	2020-09-16	2020-09-16 14:59:59	754458.48	270780.95	-16750	1.61
202009032105335072	DCE	KQ.i@DCE.a	DCE.a2101	4423	BUY	1	2020-09-04	2020-09-03 21:05:32	PMM-B.1.1-D0H1	4495	2020-09-03 21:05:32	1	4433	2020-09-04 09:18:27	1	4493	2020-09-04	2020-09-04 09:24:13	755482.98	270544.95	-16430	1.58
202009032111482490	CZCE	KQ.i@CZCE.CY	CZCE.CY101	19680	BUY	1	2020-09-04	2020-09-03 21:11:46	PMM-B.1.1-D1H1	20380	2020-09-03 21:12:14	1	19780	2020-10-12 09:00:29	1	20370	2020-10-12	2020-10-12 09:07:24	749898.98	275439.95	-17115	1.64
202009032200049479	DCE	KQ.i@DCE.y	DCE.y2101	6792	SELL	1	2020-09-04	2020-09-03 22:00:01	PMM-A.S.1-D1H1	6718.66667	2020-10-23 14:00:04	\N	\N	0000-00-00 00:00:00	\N	\N	\N	0000-00-00 00:00:00	744678.48	279012.95	-18760	1.8
202009040900017492	CZCE	KQ.i@CZCE.RM	CZCE.RM101	2325	SELL	1	2020-09-04	2020-09-04 09:00:00	ATM-S.1.1-D0H1	2357.33333	2020-10-12 09:52:51	\N	\N	0000-00-00 00:00:00	\N	\N	\N	0000-00-00 00:00:00	751650.98	280173.95	-10625	1.02
202009040946197217	CZCE	KQ.i@CZCE.OI	CZCE.OI101	8668	BUY	1	2020-09-04	2020-09-04 09:46:17	PMM-B.1.1-D1H1	8848	2020-09-04 09:46:19	1	8698	2020-09-14 09:09:01	1	8847	2020-09-14	2020-09-14 14:51:25	733884.48	280129.45	-29210	2.8
202009041100052162	SHFE	KQ.i@SHFE.pb	SHFE.pb2010	15475	BUY	1	2020-09-04	2020-09-04 11:00:01	PMM-A.B.1-D1H1	15501.66667	2020-09-16 10:00:01	1	15515	2020-09-05 00:10:39	1	15050	2020-09-30	2020-09-30 14:59:59	730686.98	279534.8	-33380	3.2
202009071000304263	SHFE	KQ.i@SHFE.hc	SHFE.hc2101	3907	BUY	1	2020-09-07	2020-09-07 10:00:29	PMM-B.1.1-D1H1	4007	2020-09-07 10:00:36	1	3919	2020-11-09 09:00:01	1	4005	2020-11-10	2020-11-09 21:00:07	753428.46	280196.8	-11650	1.11
202009072100032301	DCE	KQ.i@DCE.b	DCE.b2011	3403	SELL	1	2020-09-08	2020-09-07 21:00:01	PMM-S.C.0-D1H1	3510	2020-10-09 09:00:04	\N	\N	0000-00-00 00:00:00	1	3727	2020-10-19	2020-10-16 22:59:58	744962.96	259895.3	-59285	5.57
202009072100076667	CZCE	KQ.i@CZCE.CY	CZCE.CY101	19655	SELL	1	2020-09-08	2020-09-07 21:00:04	PMM-S.1.1-D1H0	19382.5	2020-09-07 21:00:04	\N	\N	0000-00-00 00:00:00	1	19380	2020-09-09	2020-09-08 21:29:33	737832.71	264776.55	-61530	5.78
202009072200133684	CZCE	KQ.i@CZCE.ZC	CZCE.ZC101	569.4	SELL	1	2020-09-08	2020-09-07 22:00:10	PMM-A.S.1-D1H1	556.4	2020-09-07 22:01:35	\N	\N	0000-00-00 00:00:00	1	576.2	2020-09-30	2020-09-30 14:59:59	729893.11	268392.15	-65850	6.19
202009080909096904	CZCE	KQ.i@CZCE.AP	CZCE.AP010	6985	SELL	1	2020-09-07	2020-09-08 09:09:04	PMM-S.X.1-D0H0	6485	2020-09-08 09:09:05	\N	\N	0000-00-00 00:00:00	1	7230	2020-09-09	2020-09-09 08:59:00	725941.91	268328.35	-69845	6.56
202009080934318461	CZCE	KQ.i@CZCE.CY	CZCE.CY101	19690	BUY	1	2020-09-08	2020-09-08 09:30:05	ATM-B.1.1-D1H0	20023.33333	2020-09-08 09:31:36	\N	\N	0000-00-00 00:00:00	1	20010	2020-10-12	2020-10-09 21:01:30	728561.71	270660.55	-65175	6.12
202009080934405416	CZCE	KQ.i@CZCE.CY	CZCE.CY101	19690	BUY	1	2020-09-08	2020-09-08 09:29:47	ATM-B.1.1-D1H0	20023.33333	2020-09-08 09:31:36	\N	\N	0000-00-00 00:00:00	1	20010	2020-10-12	2020-10-09 21:01:30	733674.46	265741.8	-64985	6.11
202009080936481814	CZCE	KQ.i@CZCE.CY	CZCE.CY101	19690	BUY	1	2020-09-08	2020-09-08 09:30:25	ATM-B.1.1-D1H0	20023.33333	2020-09-08 09:31:36	\N	\N	0000-00-00 00:00:00	1	20010	2020-10-12	2020-10-09 21:01:30	724093.96	275579.3	-64720	6.08
202009081248445313	CZCE	KQ.i@CZCE.CF	CZCE.CF101	12935	SELL	1	2020-09-08	2020-09-08 10:34:07	PMM-S.1.1-D1H0	12701.66667	2020-09-08 13:46:28	\N	\N	0000-00-00 00:00:00	1	12705	2020-09-09	2020-09-08 21:29:21	717190.91	278808.05	-68390	6.43
202009081252161816	CZCE	KQ.i@CZCE.CF	CZCE.CF101	12935	SELL	1	2020-09-08	2020-09-08 10:36:19	PMM-S.1.1-D1H0	12701.66667	2020-09-08 13:46:28	\N	\N	0000-00-00 00:00:00	1	12705	2020-09-09	2020-09-08 21:29:21	711568.86	283137.8	-69675	6.55
202009081607376151	CZCE	KQ.i@CZCE.CF	CZCE.CF101	12935	SELL	1	2020-09-08	2020-09-08 12:16:41	PMM-S.1.1-D1H0	12701.66667	2020-09-08 13:46:28	\N	\N	0000-00-00 00:00:00	1	12705	2020-09-09	2020-09-08 21:29:21	721851.61	288599.75	-53920	5.07
202009090900021933	CZCE	KQ.i@CZCE.TA	CZCE.TA101	3736	SELL	3	2020-09-08	2020-09-09 09:00:00	PMM-S.X.1-D1H0	3702.66667	2020-09-09 09:00:00	1	3721	2020-09-09 09:00:00	1	3674	2020-09-09	2020-09-09 09:00:01	760189.18	258659	-55160	5.14
202009091003312133	CZCE	KQ.i@CZCE.UR	CZCE.UR101	1647	SELL	1	2020-09-09	2020-09-09 10:03:27	PMM-S.1.1-D1H0	1587	2020-09-09 10:03:30	\N	\N	0000-00-00 00:00:00	\N	\N	\N	0000-00-00 00:00:00	733966.18	256878	-84080	7.82
202009101100104639	SHFE	KQ.i@SHFE.al	SHFE.al2010	14395	BUY	1	2020-09-10	2020-09-10 11:00:14	PMM-B.2.1-D1H1	14495	2020-09-10 11:01:21	1	14415	2020-09-10 21:25:51	1	14490	2020-09-11	2020-09-10 22:03:48	728079.18	261887	-84955	7.9
202009101400378432	DCE	KQ.i@DCE.eb	DCE.eb2101	5735	SELL	1	2020-09-10	2020-09-10 14:00:35	PMM-S.1.1-D0H0	5585	2020-09-10 14:00:35	1	5715	2020-10-12 09:00:00	1	5717	2020-10-12	2020-10-12 09:24:33	723647.33	257070.35	-96200	8.93
202009101404569942	DCE	KQ.i@DCE.v	DCE.v2101	6640	SELL	1	2020-09-10	2020-09-10 14:04:54	PMM-S.1.1-D1H0	6440	2020-09-10 14:04:55	1	6620	2020-09-15 09:43:19	1	6625	2020-09-17	2020-09-16 21:00:28	719316.58	258704.1	-98895	9.18
202009111032311614	DCE	KQ.i@DCE.b	DCE.b2011	3542	SELL	1	2020-09-11	2020-09-11 10:32:28	PMM-A.S.1-D1H1	3510	2020-10-09 09:00:04	\N	\N	0000-00-00 00:00:00	1	3727	2020-10-19	2020-10-16 22:59:58	741982.98	235207.7	-101870	9.44
202009111059587137	SHFE	KQ.i@SHFE.pb	SHFE.pb2010	14930	BUY	1	2020-09-11	2020-09-11 11:00:03	PMM-A.B.2-D1H0	15451.66667	2020-09-11 11:00:13	1	14970	2020-09-11 21:00:11	1	14960	2020-09-14	2020-09-11 21:01:00	727152.45	240090.2	-111815	10.36
202009112100524683	SHFE	KQ.i@SHFE.pb	SHFE.pb2010	14970	BUY	1	2020-09-14	2020-09-11 21:01:01	PMM-A.B.2-D1H0	15465	2020-09-11 21:01:02	1	15010	2020-09-14 21:00:00	1	15005	2020-09-15	2020-09-14 21:00:22	739217.73	239853.95	-97805	9.08
202009112127046790	DCE	KQ.i@DCE.p	DCE.p2101	5870	SELL	1	2020-09-14	2020-09-11 21:27:03	PMM-S.1.1-D1H0	5961	2020-10-12 21:00:01	\N	\N	0000-00-00 00:00:00	1	5962	2020-10-16	2020-10-15 21:18:57	736411.23	242777.95	-97685	9.07
202009140929528769	CFFEX	KQ.i@CFFEX.IC	CFFEX.IC2009	6329	BUY	1	2020-09-14	2020-09-14 09:30:00	PMM-A.B.1-D1H0	6534.9	2020-09-14 09:30:00	\N	\N	0000-00-00 00:00:00	1	6353.4	2020-09-16	2020-09-16 14:59:59	597888.32	385241.95	-93715	8.7
202009141003281473	SHFE	KQ.i@SHFE.sn	SHFE.sn2010	144360	SELL	1	2020-09-14	2020-09-14 10:03:35	PMM-S.1.1-D1H0	142360	2020-09-14 10:03:58	1	144060	2020-09-17 09:06:01	1	142510	2020-09-17	2020-09-17 09:31:53	594533.42	395228.85	-87080	8.09
202009141102322417	DCE	KQ.i@DCE.jm	DCE.jm2101	1267	SELL	1	2020-09-14	2020-09-14 11:02:28	PMM-S.1.1-D1H0	1237	2020-09-14 11:02:30	1	1262	2020-09-15 22:06:09	1	1262.5	2020-09-17	2020-09-17 10:30:09	576149.31	401238.45	-99450	9.24
202009141125309174	DCE	KQ.i@DCE.eg	DCE.eg2101	4012	SELL	1	2020-09-14	2020-09-14 11:25:26	PMM-S.1.1-D1H0	3894.5	2020-09-14 11:25:27	1	3992	2020-09-17 21:00:00	1	3812	2020-10-09	2020-10-09 09:00:01	577563.11	403600.65	-95670	8.88
202009141448322270	DCE	KQ.i@DCE.b	DCE.b2011	3681	SELL	1	2020-09-14	2020-09-14 14:12:50	PMM-A.S.2-D1H1	3520.33333	2020-09-14 14:40:40	1	3671	2020-09-15 21:40:05	1	3672	2020-09-17	2020-09-16 22:34:53	564926.11	405391.65	-106515	9.89
202009142100126717	SHFE	KQ.i@SHFE.pb	SHFE.pb2010	15010	BUY	1	2020-09-15	2020-09-14 21:00:24	PMM-A.B.2-D1H0	15478.33333	2020-09-14 21:00:24	1	15050	2020-09-15 09:11:13	1	15045	2020-09-16	2020-09-15 21:52:21	586557.13	401032.65	-89783.33	8.33
202009150900059667	CZCE	KQ.i@CZCE.SR	CZCE.SR101	5206	SELL	1	2020-09-15	2020-09-15 09:00:01	PMM-S.2.1-D1H0	5093.5	2020-09-15 09:00:01	1	5191	2020-10-09 10:10:49	1	5192	2020-10-12	2020-10-09 21:03:41	585671.13	403770.65	-87928.33	8.16
202009151259547546	CFFEX	KQ.i@CFFEX.IH	CFFEX.IH2009	3304.8	SELL	1	2020-09-15	2020-09-15 13:00:01	PMM-S.1.1-D1H0	3239.8	2020-09-15 13:00:01	\N	\N	0000-00-00 00:00:00	1	3288.6	2020-09-16	2020-09-16 14:59:59	493759.5	502194.65	-81393.33	7.55
202009160935138624	CZCE	KQ.i@CZCE.SR	CZCE.SR101	5278	SELL	1	2020-09-16	2020-09-16 09:35:10	ATM-A.S.1-D1H1	5078.5	2020-09-16 09:35:10	\N	\N	0000-00-00 00:00:00	\N	\N	\N	0000-00-00 00:00:00	499971.73	499696.4	-77037.22	7.15
202009160959483495	SHFE	KQ.i@SHFE.pb	SHFE.pb2010	15080	BUY	1	2020-09-16	2020-09-16 10:00:01	PMM-A.B.2-D1H0	15501.66667	2020-09-16 10:00:01	1	15120	2020-09-18 09:47:53	1	15050	2020-09-30	2020-09-30 14:59:59	489805.97	504969.15	-81927.22	7.61
202009170728392315	CFFEX	KQ.i@CFFEX.IC	CFFEX.IC2010	6555.8	BUY	1	2020-09-16	2020-09-17 07:28:55	PMM-B.C.1-D1H0	6516.55	2020-10-12 09:30:00	\N	\N	0000-00-00 00:00:00	1	6516.2	2020-10-12	2020-10-12 13:19:54	588348.17	405523	-60468.89	5.74
202009170728392191	CFFEX	KQ.i@CFFEX.IH	CFFEX.IH2010	3285	SELL	1	2020-09-16	2020-09-17 07:28:55	PMM-S.C.0-D1H0	3220	2020-09-17 00:00:00	\N	\N	0000-00-00 00:00:00	1	3248.6	2020-09-18	2020-09-18 09:30:01	489253.5	504115	-60948.89	5.78
202009170900131243	CZCE	KQ.i@CZCE.UR	CZCE.UR101	1638	BUY	1	2020-09-17	2020-09-17 09:00:06	PMM-B.1.1-D1H1	1666.33333	2020-09-17 09:00:08	1	1648	2020-09-18 10:00:19	1	1666	2020-09-18	2020-09-18 09:39:42	487687.5	505811	-60813.89	5.77
202009170900131888	CZCE	KQ.i@CZCE.UR	CZCE.UR101	1638	BUY	1	2020-09-17	2020-09-17 09:00:08	PMM-B.1.1-D1H1	1666.33333	2020-09-17 09:00:08	1	1648	2020-09-18 10:00:19	1	1666	2020-09-18	2020-09-18 09:39:42	486010.5	507463	-60833.89	5.77
202009170928476409	CFFEX	KQ.i@CFFEX.IC	CFFEX.IC2009	6484.9	BUY	1	2020-09-16	2020-09-17 09:29:00	PMM-B.X.1-D1H0	6584.9	2020-09-17 09:29:00	\N	\N	0000-00-00 00:00:00	1	6440.2	2020-10-09	2020-10-09 14:59:59	483687.6	507572.9	-63043.89	5.98
202009172101087557	INE	KQ.i@INE.nr	INE.nr2011	9335	BUY	1	2020-09-18	2020-09-17 21:01:26	PMM-B.1.1-D1H1	9445	2020-09-17 21:01:26	1	9365	2020-09-18 13:34:19	1	9440	2020-09-18	2020-09-18 13:34:30	513376.99	499904	-43128.89	4.08
202009172101084747	INE	KQ.i@INE.nr	INE.nr2011	9335	BUY	1	2020-09-18	2020-09-17 21:01:26	PMM-B.1.1-D1H1	9445	2020-09-17 21:01:26	1	9365	2020-09-18 13:34:19	1	9440	2020-09-18	2020-09-18 13:34:30	504929.49	508341.5	-43128.89	4.08
